10276	Fieldkeep's Shirt	4	0	0	0	146	73	4	23	0	0	72	73	10	3	0	0	60	18	0	0	42435	180	1
10277	Fieldkeep's Corsage	5	0	0	0	110	4	14	0	0	0	72	10	3	0	0	0	60	18	0	0	44324	180	1
10278	Fieldkeep's Slops	7	0	0	0	73	37	23	0	0	0	72	73	3	0	0	0	60	18	0	0	45579	180	1
10279	Fieldkeep's Jackboots	8	0	0	0	80	7	14	0	0	0	73	72	3	0	0	0	60	18	0	0	46471	180	1
10280	Tacklekeep's Cap	3	0	0	0	146	14	0	0	0	0	73	3	0	0	0	0	60	19	0	0	41240	180	1
10281	Tacklekeep's Vest	4	0	0	0	146	73	4	23	0	0	72	73	10	3	0	0	60	19	0	0	42436	180	1
10282	Tacklekeep's Gloves	5	0	0	0	110	4	14	0	0	0	72	10	3	0	0	0	60	19	0	0	44325	180	1
10283	Tacklekeep's Gaskins	7	0	0	0	73	37	23	0	0	0	72	73	3	0	0	0	60	19	0	0	45580	180	1
10284	Tacklekeep's Waders	8	0	0	0	80	7	14	0	0	0	73	72	3	0	0	0	60	19	0	0	46472	180	1
10285	Antiquated Hauteclaire	1	72	36	2240	54	53	59	41	0	0	1	3	44	19	0	0	60	20	0	0	30520	200	1
10286	Antiquated Prytwen	2	0	0	0	21	21	23	16	0	0	1	3	45	27	0	0	60	20	0	0	30117	200	1
10287	Antiquated Rising Suns	13	72	36	2560	75	74	82	57	0	0	1	3	27	45	0	0	60	21	0	0	31095	200	1
10288	Antiquated Parashu	13	72	36	3440	75	74	82	57	0	0	1	3	27	19	0	0	60	22	0	0	31490	200	1
10289	Antiquated Brionac	13	72	36	2880	75	74	82	57	0	0	1	3	27	45	0	0	60	23	0	0	31892	200	1
10290	Antiquated Berimbau	13	72	36	3040	75	74	82	57	0	0	2	3	44	45	0	0	60	24	0	0	32289	200	1
10291	Antiquated Yukimitsu	13	72	36	2480	75	74	82	57	0	0	2	3	45	27	0	0	60	92	0	0	33876	200	1
10292	Antiquated Seraph Cane	13	72	72	3440	75	67	82	57	0	0	5	3	27	6	0	0	60	25	0	0	32668	200	1
10293	Antiquated Lunaris Rod	13	72	72	3280	75	67	82	57	0	0	4	3	46	44	0	0	60	26	0	0	33036	200	1
10294	Antiquated Almandal	13	72	72	3120	75	67	82	57	0	0	4	3	27	46	0	0	60	28	0	0	33531	200	1
10295	Antiquated Elements	13	72	72	3120	75	67	82	57	0	0	5	3	46	6	0	0	60	29	0	0	33502	200	1
10296	Millkeep's Saw	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	9	0	0	35020	180	1
10297	Forgekeep's Hammer	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	10	0	0	35119	180	1
10298	Hammerkeep's Beetle	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	11	0	0	35219	180	1
10299	Gemkeep's Mallet	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	12	0	0	35318	180	1
10300	Hidekeep's Knife	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	13	0	0	35419	180	1
10301	Boltkeep's Needle	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	14	0	0	35519	180	1
10302	Cauldronkeep's Alembic	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	15	0	0	35618	180	1
10303	Galleykeep's Frypan	1	35	21	2800	278	149	0	0	0	0	70	71	0	0	0	0	60	16	0	0	35721	180	1
10304	Minekeep's Pickaxe	1	35	21	3200	256	146	30	0	0	0	72	73	3	0	0	0	60	17	0	0	38021	180	1
10305	Fieldkeep's Hatchet	1	35	21	3200	256	146	30	0	0	0	72	73	3	0	0	0	60	18	0	0	38119	180	1
10306	Tacklekeep's Rod	1	35	21	3200	256	146	30	0	0	0	72	73	3	0	0	0	60	19	0	0	38222	180	1
10591	Adamantite Winglet	1	67	34	2080	43	43	53	37	0	0	1	3	19	45	0	0	60	38	1	1	30533	150	0
10597	Adamantite Knuckles	13	67	34	2400	60	60	74	52	0	0	1	3	44	45	0	0	60	41	2	1	31086	150	0
10603	Adamantite Headsman's Axe	13	67	34	3360	60	60	74	52	0	0	1	3	19	45	0	0	60	44	2	1	31505	150	0
10609	Adamantite Trident	13	67	34	2800	60	60	74	52	0	0	1	3	44	27	0	0	60	47	2	1	31891	150	0
10615	Birch Composite Bow	13	67	34	3040	60	60	74	52	0	0	2	3	27	45	0	0	60	50	2	1	32302	150	0
10621	Adamantite Main Gauches	13	67	34	2560	60	60	74	52	0	0	2	3	44	45	0	0	60	93	2	1	33873	150	0
10627	Adamantite Greatsword	13	67	34	2960	60	60	74	52	0	0	1	3	27	19	0	0	60	98	2	1	34223	150	0
10633	Adamantite-barreled Culverin	13	67	34	2640	60	60	74	52	0	0	2	3	44	45	0	0	60	96	2	1	34622	150	0
10639	Birch Rod	13	67	67	3360	60	54	74	52	0	0	5	3	27	6	0	0	60	53	2	1	32667	150	0
10645	Aurum Regis Staff	13	67	67	3360	60	54	74	52	0	0	4	3	44	46	0	0	60	55	2	1	33039	150	0
10651	Noble Gold	13	67	67	3120	60	54	74	52	0	0	4	3	27	46	0	0	60	69	2	1	33529	150	0
10657	Noble's Codex	13	67	67	3120	60	54	74	52	0	0	5	3	46	6	0	0	60	29	2	1	33530	150	0
10663	Aurum Regis Planisphere	13	67	67	3200	60	54	74	52	0	0	5	3	46	6	0	0	60	99	2	1	34855	150	0
10669	Adamantite Hoplon	2	0	0	0	17	17	21	15	0	0	1	3	27	19	0	0	60	38	1	1	30116	150	0
10675	Adamantite Circlet of Fending	3	0	0	0	36	36	45	32	0	0	1	3	22	19	0	0	60	59	2	1	40699	150	0
10676	Adamantite Barbut of Fending	3	0	0	0	42	41	48	34	0	0	1	3	22	45	0	0	60	59	2	1	40221	180	0
10682	Adamantite Lorica of Fending	4	0	0	0	58	58	71	50	0	0	1	3	44	45	0	0	60	59	2	1	43278	150	0
10683	Adamantite Pauldroncoat of Fending	4	0	0	0	67	65	76	53	0	0	1	3	44	19	0	0	60	59	2	1	43281	180	0
10689	Heavy Adamantite Gauntlets of Fending	5	0	0	0	36	36	45	32	0	0	1	3	19	45	0	0	60	59	2	1	44379	150	0
10690	Adamantite Vambraces of Fending	5	0	0	0	42	41	48	34	0	0	1	3	27	22	0	0	60	59	2	1	48523	180	0
10703	Chimerical Felt Breeches of Fending	7	0	0	0	58	58	71	50	0	0	1	3	22	44	0	0	60	59	2	1	45675	150	0
10704	Griffin Leather Skirt of Fending	7	0	0	0	67	65	76	53	0	0	1	3	22	45	0	0	60	59	2	1	45682	180	0
10710	Adamantite Greaves of Fending	8	0	0	0	36	36	45	32	0	0	1	3	27	22	0	0	60	59	2	1	47020	150	0
10711	Adamantite Sollerets of Fending	8	0	0	0	42	41	48	34	0	0	1	3	19	44	0	0	60	59	2	1	47026	180	0
10717	Serpentskin Helm of Maiming	3	0	0	0	36	36	45	32	0	0	1	3	45	22	0	0	60	76	2	1	40220	150	0
10718	Adamantite Barbut of Maiming	3	0	0	0	42	41	48	34	0	0	1	3	22	44	0	0	60	76	2	1	40222	180	0
10724	Adamantite Mail of Maiming	4	0	0	0	58	58	71	50	0	0	1	3	22	27	0	0	60	76	2	1	43279	150	0
10725	Adamantite Pauldroncoat of Maiming	4	0	0	0	67	65	76	53	0	0	1	3	45	27	0	0	60	76	2	1	43282	180	0
10731	Serpentskin Armguards of Maiming	5	0	0	0	36	36	45	32	0	0	1	3	27	22	0	0	60	76	2	1	48519	150	0
10732	Adamantite Vambraces of Maiming	5	0	0	0	42	41	48	34	0	0	1	3	44	22	0	0	60	76	2	1	48524	180	0
10745	Serpentskin Hose of Maiming	7	0	0	0	58	58	71	50	0	0	1	3	44	45	0	0	60	76	2	1	45676	150	0
10746	Griffin Leather Skirt of Maiming	7	0	0	0	67	65	76	53	0	0	1	3	22	27	0	0	60	76	2	1	45683	180	0
10752	Adamantite Leg Guards of Maiming	8	0	0	0	36	36	45	32	0	0	1	3	22	44	0	0	60	76	2	1	47021	150	0
10753	Adamantite Sollerets of Maiming	8	0	0	0	42	41	48	34	0	0	1	3	27	45	0	0	60	76	2	1	47027	180	0
10759	Chimerical Felt Coif of Striking	3	0	0	0	36	36	45	32	0	0	1	3	45	27	0	0	60	65	2	1	40465	150	0
10760	Griffin Leather Tricorne of Striking	3	0	0	0	42	41	48	34	0	0	1	3	22	44	0	0	60	65	2	1	41268	180	0
10766	Chimerical Felt Tabard of Striking	4	0	0	0	58	58	71	50	0	0	1	3	44	22	0	0	60	65	2	1	42458	150	0
10767	Griffin Leather Coat of Striking	4	0	0	0	67	65	76	53	0	0	1	3	22	27	0	0	60	65	2	1	42462	180	0
10773	Serpentskin Bracers of Striking	5	0	0	0	36	36	45	32	0	0	1	3	27	45	0	0	60	65	2	1	48520	150	0
10774	Griffin Leather Bracers of Striking	5	0	0	0	42	41	48	34	0	0	1	3	44	27	0	0	60	65	2	1	44382	180	0
10787	Serpentskin Brais of Striking	7	0	0	0	58	58	71	50	0	0	1	3	44	22	0	0	60	65	2	1	45677	150	0
10788	Griffin Leather Brais of Striking	7	0	0	0	67	65	76	53	0	0	1	3	45	22	0	0	60	65	2	1	45684	180	0
10794	Serpentskin Thighboots of Striking	8	0	0	0	36	36	45	32	0	0	1	3	22	44	0	0	60	65	2	1	47022	150	0
10795	Griffin Leather Boots of Striking	8	0	0	0	42	41	48	34	0	0	1	3	27	45	0	0	60	65	2	1	46532	180	0
10801	Chimerical Felt Coif of Aiming	3	0	0	0	36	36	45	32	0	0	2	3	44	22	0	0	60	66	2	1	40467	150	0
10802	Griffin Leather Blinder of Aiming	3	0	0	0	42	41	48	34	0	0	2	3	45	27	0	0	60	66	2	1	40468	180	0
10808	Chimerical Felt Tabard of Aiming	4	0	0	0	58	58	71	50	0	0	2	3	22	44	0	0	60	66	2	1	42460	150	0
10809	Griffin Leather Longcoat of Aiming	4	0	0	0	67	65	76	53	0	0	2	3	27	22	0	0	60	66	2	1	43694	180	0
10815	Serpentskin Bracers of Aiming	5	0	0	0	36	36	45	32	0	0	2	3	44	27	0	0	60	66	2	1	48522	150	0
10816	Griffin Leather Gloves of Aiming	5	0	0	0	42	41	48	34	0	0	2	3	27	44	0	0	60	66	2	1	44384	180	0
10829	Serpentskin Brais of Aiming	7	0	0	0	58	58	71	50	0	0	2	3	27	44	0	0	60	66	2	1	45679	150	0
10830	Astral Silk Slops of Aiming	7	0	0	0	67	65	76	53	0	0	2	3	22	45	0	0	60	66	2	1	45686	180	0
10836	Serpentskin Thighboots of Aiming	8	0	0	0	36	36	45	32	0	0	2	3	22	45	0	0	60	66	2	1	47024	150	0
10837	Griffin Leather Thighboots of Aiming	8	0	0	0	42	41	48	34	0	0	2	3	44	22	0	0	60	66	2	1	46534	180	0
10843	Chimerical Felt Coif of Scouting	3	0	0	0	36	36	45	32	0	0	2	3	22	27	0	0	60	103	2	1	40466	150	0
10844	Griffin Leather Tricorne of Scouting	3	0	0	0	42	41	48	34	0	0	2	3	27	45	0	0	60	103	2	1	41269	180	0
10850	Chimerical Felt Tabard of Scouting	4	0	0	0	58	58	71	50	0	0	2	3	44	22	0	0	60	103	2	1	42459	150	0
10851	Griffin Leather Coat of Scouting	4	0	0	0	67	65	76	53	0	0	2	3	22	27	0	0	60	103	2	1	42463	180	0
10857	Serpentskin Bracers of Scouting	5	0	0	0	36	36	45	32	0	0	2	3	45	44	0	0	60	103	2	1	48521	150	0
10858	Griffin Leather Bracers of Scouting	5	0	0	0	42	41	48	34	0	0	2	3	44	22	0	0	60	103	2	1	44383	180	0
10871	Serpentskin Brais of Scouting	7	0	0	0	58	58	71	50	0	0	2	3	27	45	0	0	60	103	2	1	45678	150	0
10872	Griffin Leather Brais of Scouting	7	0	0	0	67	65	76	53	0	0	2	3	45	22	0	0	60	103	2	1	45685	180	0
10878	Serpentskin Thighboots of Scouting	8	0	0	0	36	36	45	32	0	0	2	3	22	45	0	0	60	103	2	1	47023	150	0
10879	Griffin Leather Boots of Scouting	8	0	0	0	42	41	48	34	0	0	2	3	45	44	0	0	60	103	2	1	46533	180	0
10885	Aurum Regis Circlet of Healing	3	0	0	0	36	32	45	32	0	0	5	3	44	6	0	0	60	64	2	1	40700	150	0
10886	Aurum Regis Crown of Healing	3	0	0	0	42	37	48	34	0	0	5	3	46	44	0	0	60	64	2	1	40701	180	0
10892	Chimerical Felt Robe of Healing	4	0	0	0	58	52	71	50	0	0	5	3	6	46	0	0	60	64	2	1	42461	150	0
10893	Astral Silk Doublet of Healing	4	0	0	0	67	59	76	53	0	0	5	3	6	27	0	0	60	64	2	1	42464	180	0
10899	Serpentskin Gloves of Healing	5	0	0	0	36	32	45	32	0	0	5	3	6	44	0	0	60	64	2	1	44380	150	0
10900	Astral Silk Gloves of Healing	5	0	0	0	42	37	48	34	0	0	5	3	46	6	0	0	60	64	2	1	44385	180	0
10913	Chimerical Felt Breeches of Healing	7	0	0	0	58	52	71	50	0	0	5	3	46	44	0	0	60	64	2	1	45680	150	0
10914	Astral Silk Bottoms of Healing	7	0	0	0	67	59	76	53	0	0	5	3	6	46	0	0	60	64	2	1	45687	180	0
