149	Meat Miq'abob	10	10	10	6	3	3	45	3	19	15
150	Antelope Steak	10	10	10	7	4	4	45	3	27	20
152	Aldgoat Steak	10	10	10	10	6	5	45	3	44	27
153	Smoked Raptor	10	10	10	12	8	6	45	3	22	31
154	Jerked Beef	10	10	10	18	11	9	45	3	22	41
155	Eft Steak	10	10	10	26	15	13	45	3	22	50
156	Sauteed Coeurl	10	10	10	27	19	14	45	3	22	70
157	Roast Canard	10	10	10	30	23	16	45	3	44	90
173	Boiled Egg	10	1	1	3	0	0	27	3	22	3
174	Dodo Omelette	10	10	1	6	3	0	27	3	44	15
175	Mustard Eggs	10	10	10	8	5	4	27	3	22	22
176	Fried Egg	10	10	10	10	6	5	27	3	44	27
177	Scrambled Eggs	10	10	10	13	8	7	27	3	22	33
178	Deviled Eggs	10	10	10	24	14	12	27	3	22	48
179	Apkallu Omelette	10	10	10	27	19	14	27	3	22	70
193	Ishgardian Tea	10	10	10	24	33	19	6	3	46	130
194	Frozen Spirits	10	10	10	37	35	22	6	3	44	142
195	Hot Chocolate	10	10	10	38	36	23	6	3	46	160
196	Fig Bavarois	10	10	10	34	30	18	46	3	22	125
197	Sohm Al Tart	10	10	10	36	34	22	46	3	27	136
198	Marron Glace	10	10	10	37	35	22	46	3	22	148
199	Creme Brulee	10	10	10	38	36	23	46	3	44	160
200	Kaiser Roll	10	10	10	36	34	22	19	3	27	139
201	Ishgardian Muffin	10	10	10	35	33	19	19	3	22	130
202	Liver-cheese Sandwich	10	10	10	37	35	22	19	3	22	148
203	Almond Cream Croissant	10	10	10	38	36	23	19	3	27	160
204	Sauteed Porcini	10	10	10	23	32	19	44	3	19	125
205	Morel Salad	10	10	10	37	35	22	44	3	45	150
206	Grilled Sweetfish	10	10	10	36	34	22	22	3	27	133
207	Baked Pipira Pira	10	10	10	37	35	22	27	3	22	145
208	Urchin Loaf	10	10	10	38	36	23	22	3	44	160
209	Cockatrice Meatballs	10	10	10	37	35	22	45	3	27	145
210	Royal Eggs	10	10	10	36	34	22	45	3	44	139
211	Deep-fried Okeanis	10	10	10	37	35	22	45	3	44	150
233	Battered Fish	3	1	1	0	0	0	22	3	44	5
234	Steamed Staff	10	10	10	38	36	23	27	3	45	160
235	Sesame Cookie	10	10	10	36	34	22	46	3	6	139
243	Spiced Cider	10	10	10	40	40	24	6	3	44	180
244	Apple Strudel	10	10	10	40	40	24	46	3	22	210
245	Peperoncino	10	10	10	40	40	24	19	3	44	180
246	Boscaiola	10	10	10	40	40	24	44	3	22	210
247	Loaghtan Steak	10	10	10	40	40	24	45	3	27	210
257	Heavenly Eggnog	10	10	10	42	43	25	6	3	46	250
258	Flaugnarde	10	10	10	42	43	25	46	3	27	250
259	Spaghetti Carbonara	10	10	10	42	43	25	19	3	22	250
260	Wildwood Scrambled Eggs	10	10	10	42	43	25	44	3	45	250
261	Spaghetti Pescatore	10	10	10	42	43	25	22	3	44	250
262	Loaghtan Cordon Bleu	10	10	10	42	43	25	45	3	44	250
263	Priestly Omelette	10	10	10	42	43	25	27	3	22	250
298		25	50	100	30000	30000	30000	1	3	5	-842150451
304	Doman Tea	10	10	10	44	46	26	6	3	27	285
307	Steppe Tea	10	10	10	46	48	28	6	3	44	320
309	Jellied Compote	10	10	10	45	47	27	44	3	27	300
310	Persimmon Pudding	10	10	10	44	45	26	46	3	6	282
311	Chirashi-zushi	10	10	10	44	46	26	19	3	27	288
312	Persimmon Leaf Sushi	10	10	10	45	47	27	27	3	22	300
314	Shorlog	10	10	10	44	45	26	45	3	19	276
315	Pork Kakuni	10	10	10	46	48	28	22	3	44	320
316	Jerked Jhammel	10	10	10	44	46	26	45	3	44	288
317	Egg Foo Young	10	10	10	44	45	26	27	3	46	282
318	Onigara-yaki	10	10	10	44	46	26	22	3	27	285
320	Boiled Amberjack Head	10	10	10	44	46	26	46	3	44	285
324	Stewed River Bream	10	10	10	44	46	26	44	3	46	290
326	Miso Dengaku	10	10	10	44	46	26	27	3	45	288
329	Steppe Salad	10	10	10	44	45	26	45	3	27	279
332	Fish Stew	10	10	10	44	45	26	44	3	45	282
333	Pork Stew	10	10	10	46	48	28	19	3	44	320
347	Chawan-mushi	10	10	10	46	48	28	46	3	44	320
348	Sermon-worthy Meuniere	10	10	10	46	48	28	45	3	44	320
354	Tako-yaki	10	10	10	47	50	28	44	3	27	340
355	Futo-maki Roll	10	10	10	47	50	28	22	3	44	340
356	Oden	10	10	10	47	50	28	46	3	44	340
357	Dzo Steak	10	10	10	47	50	28	19	3	44	340
358	Crimson Cider	10	10	10	47	50	28	27	3	22	340
359	Sauteed Green Leeks	10	10	10	47	50	28	45	3	44	340
360	Tofu Pancakes	10	10	10	47	50	28	6	3	44	340
371	Banh Xeo	10	10	10	47	50	28	22	3	45	340
372	Ema Datshi	10	10	10	47	50	28	27	3	46	340
376	Rooibos Tea	10	10	10	48	52	29	44	3	27	370
377	Ginger Salad	10	10	10	48	52	29	45	3	44	370
378	Laghman	10	10	10	48	52	29	19	3	44	370
379	Imam Bayildi	10	10	10	48	52	29	46	3	44	370
380	Papanasi	10	10	10	48	52	29	6	3	44	370
381	Salmon Muffin	10	10	10	48	52	29	22	3	44	370
382	Shakshouka	10	10	10	48	52	29	27	3	22	370
415	Sausage Links	10	10	10	53	58	32	19	3	27	409
416	Roast Ovim	10	10	10	53	58	32	45	3	19	409
417	Mushroom Skewer	10	10	10	53	58	32	46	3	44	409
418	Baked Megapiranha	10	10	10	53	58	32	27	3	46	409
421	Masala Chai	10	10	10	54	58	33	6	3	27	412
422	Risotto al Nero	10	10	10	55	59	34	44	3	46	415
423	Espresso con Panna	10	10	10	55	59	34	22	3	27	415
424	Mist Spinach Saute	10	10	10	55	59	34	45	3	44	415
426	Paella	10	10	10	56	59	34	19	3	44	418
428	Ovim Cordon Bleu	10	10	10	58	59	35	45	3	22	430
429	Lemonade	10	10	10	58	59	35	46	3	22	430
430	Jellied Harcot	10	10	10	58	59	35	6	3	44	430
431	Oysters on the Half Shell	10	10	10	58	59	35	22	3	44	430
432	Creamy Salmon Pasta	10	10	10	62	62	37	22	3	44	450
433	King Salmon Meuniere	10	10	10	62	62	37	45	3	22	450
434	Popoto Salad	10	10	10	62	62	37	27	3	45	450
435	Robe Lettuce Salad	10	10	10	62	62	37	44	3	27	450
436	Pixieberry Tea	10	10	10	62	62	37	6	3	44	450
437	Pixieberry Cheesecake	10	10	10	62	62	37	46	3	6	450
438	Kukuru Rusk	10	10	10	62	62	37	27	3	46	450
439	Lemon Curd Sachertorte	10	10	10	62	62	37	46	3	22	450
440	Rare Roast Beef	10	10	10	62	62	37	19	3	44	450
441	Exquisite Beef Stew	10	10	10	62	62	37	44	3	19	450
469	Ovim Meatballs	10	10	10	66	68	40	22	3	44	480
470	Mors	10	10	10	66	68	40	45	3	22	480
471	Sausage and Sauerkraut	10	10	10	66	68	40	27	3	45	480
472	Stuffed Highland Cabbage	10	10	10	66	68	40	44	3	27	480
473	Lemon Waffle	10	10	10	66	68	40	6	3	44	480
474	Honey Croissant	10	10	10	66	68	40	46	3	6	480
475	Pickled Herring	10	10	10	66	68	40	46	3	22	480
476	Herring Pie	10	10	10	66	68	40	27	3	46	480
477	Farmer's Breakfast	10	10	10	66	68	40	19	3	44	480
478	Silkie Pudding	10	10	10	66	68	40	44	3	19	480
491	Pizza	10	10	10	70	74	43	22	3	44	510
492	Mist Spinach Quiche	10	10	10	70	74	43	45	3	22	510
493	Chicken Fettuccine	10	10	10	70	74	43	27	3	45	510
494	Smoked Chicken	10	10	10	70	74	43	44	3	27	510
495	Golden Pineapple Juice	10	10	10	70	74	43	6	3	44	510
496	Pineapple Salad	10	10	10	70	74	43	46	3	6	510
497	Zefir	10	10	10	70	74	43	46	3	22	510
498	Twilight Popoto Salad	10	10	10	70	74	43	27	3	46	510
499	Broad Bean Curry	10	10	10	70	74	43	19	3	44	510
500	Lemon Muffin	10	10	10	70	74	43	44	3	19	510
510	Pepperoni Pizza	1	1	1	0	0	0	22	3	44	1
523	Hamsa Curry	10	10	10	75	81	45	19	3	27	539
524	Karniyarik	10	10	10	75	81	45	45	3	19	539
525	Spicy Shakshouka	10	10	10	75	81	45	46	3	44	539
526	Lentil Curry	10	10	10	75	81	45	27	3	46	539
527	Skyr	10	10	10	75	81	45	6	3	27	539
530	Philosopher's Sandwich	10	10	10	76	82	46	46	3	22	545
531	Salted Thavnairian Cod	10	10	10	76	82	46	6	3	44	545
532	Coconut Cod Chowder	10	10	10	76	82	46	44	3	27	545
533	The Noodles of Elpis	10	10	10	76	82	46	22	3	44	545
534	Giant Popoto Pancakes	10	10	10	76	82	46	19	3	44	545
537	Elpis Deipnon	10	10	10	82	85	50	19	3	44	560
538	Baked Alien Soup	10	10	10	82	85	50	45	3	22	560
539	Sykon Salad	10	10	10	82	85	50	46	3	22	560
540	Sykon Compote	10	10	10	82	85	50	6	3	44	560
541	Sykon Bavarois	10	10	10	82	85	50	22	3	44	560
542	Archon Burger	10	10	10	90	93	54	22	3	44	580
543	Beef Stroganoff	10	10	10	90	93	54	45	3	22	580
544	Pumpkin Ratatouille	10	10	10	90	93	54	27	3	45	580
545	Pumpkin Potage	10	10	10	90	93	54	44	3	27	580
546	Peach Juice	10	10	10	90	93	54	6	3	44	580
547	Peach Tart	10	10	10	90	93	54	46	3	6	580
548	Sykon Cookie	10	10	10	90	93	54	46	3	22	580
549	Thavnairian Chai	10	10	10	90	93	54	27	3	46	580
550	Scallop Salad	10	10	10	90	93	54	19	3	44	580
551	Scallop Curry	10	10	10	90	93	54	44	3	19	580
571	Melon Pie	10	10	10	97	118	58	22	3	44	610
572	Melon Juice	10	10	10	97	118	58	45	3	22	610
573	Sunset Carrot Nibbles	10	10	10	97	118	58	27	3	45	610
574	Carrot Pudding	10	10	10	97	118	58	44	3	27	610
575	Gyros	10	10	10	96	118	58	6	3	44	610
576	Loaghtan Rump Steak	10	10	10	97	118	58	46	3	6	610
577	Piennolo Tomato Salad	10	10	10	97	118	58	46	3	22	610
578	Garlean Pizza	10	10	10	97	118	58	27	3	46	610
579	Urchin Pasta	10	10	10	96	118	58	19	3	44	610
580	King Urchin Loaf	10	10	10	97	118	58	44	3	19	610
593	Honeyed Dragonfruit	10	10	10	103	143	62	22	3	44	640
594	Dragonfruit Blend	10	10	10	103	143	62	45	3	22	640
595	Baba Ghanoush	10	10	10	103	143	62	27	3	45	640
596	Baked Eggplant	10	10	10	103	143	62	44	3	27	640
597	Spicy Stellar Soup	10	10	10	103	143	62	6	3	44	640
598	Tandoori Raptor	10	10	10	103	143	62	46	3	6	640
599	Caviar Sandwich	10	10	10	103	143	62	46	3	22	640
600	Caviar Canapes	10	10	10	103	143	62	27	3	46	640
601	Marinated Broccoflower	10	10	10	103	143	62	19	3	44	640
602	Broccoflower Stew	10	10	10	103	143	62	44	3	19	640
625	Tacos Al Pastor	10	10	10	110	164	66	19	3	27	670
626	Creamy Hot Chocolate	10	10	10	110	164	66	45	3	19	670
627	Tart Turali Tart	10	10	10	110	164	66	46	3	44	670
628	Wild Banana Blend	10	10	10	110	164	66	27	3	46	670
629	Tender Shortcake	10	10	10	110	164	66	6	3	27	670
632	Roast Rroneek	10	10	10	113	166	68	46	3	22	680
633	Mesquite Juice	10	10	10	113	166	68	6	3	44	680
634	Fruit and Aloe Jelly	10	10	10	113	166	68	44	3	27	680
635	Driftwood Catfish Pie	10	10	10	113	166	68	22	3	44	680
636	Acqua Pazza	10	10	10	113	166	68	19	3	44	680
639	Tacos de Carne Asada	10	10	10	121	177	73	19	3	44	690
640	Mesquite Soup	10	10	10	121	177	73	45	3	22	690
641	Creamy Alpaca Pasta	10	10	10	121	177	73	46	3	22	690
642	Broccoli and Spinach Saute	10	10	10	121	177	73	6	3	44	690
643	Vegetable Soup	10	10	10	121	177	73	22	3	44	690
652	Roast Chicken	10	10	10	132	203	79	22	3	44	710
653	Chicken Pasta	10	10	10	132	203	79	45	3	22	710
654	Churrasco	10	10	10	132	203	79	27	3	45	710
655	Moqueca	10	10	10	132	203	79	44	3	27	710
656	Cinnamon Cream Coffee	10	10	10	132	203	79	6	3	44	710
657	Coffee Kukuru Rusks	10	10	10	132	203	79	46	3	6	710
658	Navel Orange Cookies	10	10	10	132	203	79	46	3	22	710
659	Pineapple Orange Jelly	10	10	10	132	203	79	27	3	46	710
660	Lobster Bisque	10	10	10	132	203	79	19	3	44	710
661	Boiled Lobster	10	10	10	132	203	79	44	3	19	710
670	Sparkling Citrus Refreshment	1	1	1	0	0	0	27	3	44	1
676	Paes de Queijo	10	10	10	142	246	85	22	3	44	740
677	Bubble Tea	10	10	10	142	246	85	45	3	22	740
678	Sweet Maple Mate	10	10	10	142	246	85	27	3	45	740
679	Mate Cookie	10	10	10	142	246	85	44	3	27	740
680	Alpaca Stew	10	10	10	142	246	85	6	3	44	740
681	Lomo Saltado	10	10	10	142	246	85	46	3	6	740
682	Solterito	10	10	10	142	246	85	46	3	22	740
683	Mollete	10	10	10	142	246	85	27	3	46	740
684	Ground Woolback Steak	10	10	10	142	246	85	19	3	44	740
685	Woolback Steak	10	10	10	142	246	85	44	3	19	740
699	Rock-fisted Popoto Stew	10	10	10	151	297	91	22	3	44	770
700	Rock-fisted Popoto Salad	10	10	10	151	297	91	45	3	22	770
701	Nachos	10	10	10	151	297	91	27	3	45	770
702	Caramel Popcorn	10	10	10	151	297	91	44	3	27	770
703	Prune Ponzecake	10	10	10	151	297	91	6	3	44	770
704	Prune-packed Fruitcake	10	10	10	151	297	91	46	3	6	770
705	Rroneek au Gratin	10	10	10	151	297	91	46	3	22	770
706	Popoto Potage	10	10	10	151	297	91	27	3	46	770
707	Clam Cake	10	10	10	151	297	91	19	3	44	770
708	Quahog Chowder	10	10	10	151	297	91	44	3	19	770
